,review_id,restaurant_id,user_id,rating,review_text,timestamp,useful,funny,cool
13,D3vieRpv7g5o0WYQqa6VoQ,-iFvYhgysvjkxckCr42NRw,ELfzWgdf64VBLi5z1ECItw,5.0,"My husband and I drove by Rani's a couple weeks ago and he said, ""International Market? That looks interesting.""  So I made a note to check it out on Yelp later.  After reading the reviews I channeled Liz Lemon and exclaimed, ""$6 vegetarian Indian food? I want to go to there!""

So that is how we wound up at Rani's.  I immediately went to the counter and ordered a thali and paneer paratha (I'm a sucker for paneer), and the cute lil lady behind the counter proceeded to give me an Indian sweet to have while I waited.  She brought out our thali, which consisted of 2 roti, rice, dal, pickles, okra, an aloo-gobi-type yumminess, and I believe kofta (veggie dumplings).  The cute lil lady was feeling generous and also gave us a tomato soup with paneer in it.  Definite bonus points.

Everything was fantastic, although I was expecting a little more paneer flavor to my paratha.  This place is very casual, which I really like about it.  Don't come in expecting the same food that you would get at a sit-down Indian restaurant; instead, expect the kind of food you would get if you were invited to a grandma's kitchen.

After we filled our bellies, we wandered through the aisles of the immaculately clean grocery store.  I hadn't planned on buying anything, but when I found garam masala for super cheap, and black salt that I had been looking for everywhere and couldn't find, and a giant bag of arrowroot powder for a couple bucks (normally $6-$12 for a tiny jar anywhere else)....well you get the picture.  Anything you would need for a well-stocked Indian pantry is here, and then some.    There's also mint and tamarind sauces, bottled lassis, naan, and huge blocks of paneer.  Trust me when I say I seriously considered buying all the above to snack on at home.

I considered giving this place 4 stars, because we went back a couple days later and the food was cold and missing that extra special love like we had the first time.  But it was a Friday evening and there was an Indian soap opera on the TV I think we interrupted....So, obviously, I can't blame them.",2011-09-25 18:44:12,18,14,10
14,tJmf2i1mc58roxgt3Jt2GA,Zbjl53pR2W0jMrGFPM0Ssw,QfW6ZgCGPOIio5BpW5KpHQ,3.0,"I love the food at Panera. Only thing about this place is the slow service. Staff behind the counter chit-chats with guests and doesn't seem to notice all the people waiting in line. I seem to always wait in line during my hour break and I'm always rushing to eat to make it back to the office. I also ordered a salad with no cheese but for some reason, they always add cheese and I always have to return the food to get the order corrected and wait even longer.",2017-08-07 20:56:18,0,0,0
15,NJ3bgTT11r2Ktx6YJ-wiMg,LPMZ9N1sAjs2nDx7DmiZ2w,IV4FoI4iWPiUWA63GpF81A,3.0,"Palermo's was a pretty decent pizza for the price. I got the chicken fingers and pizza special for $12, which was a great deal. The delivery was a bit slow but free, so no complaints there. I'd order again.",2015-04-28 18:33:18,0,0,0
16,yIQIPTmWrHOfzL2TJ4A_zw,gdb4gmSI5eJcuXLZ3BfgtA,jFgqYUxS-ZZYKkaNmUz9wQ,4.0,"Had them last night. Great morning left overs. The staff is polite and courteous. I love their beef Mongolian. I feel like they bread their chicken too much it is mushy. BUT great place, fast, good, and clean!",2016-12-19 15:26:27,0,0,0
17,Wu5Awmlh2oa-F8lVJReIAg,4aAf2nAr86lcDHzqWSaYuQ,nM9HWEg9-E84GkKmbffXxw,1.0,first off i called and the guy barley spoke any english then i had ordered a pizza and had decided to cancel so 2 minutes later i called and canceled but they still charged my credit card so i called and ask for a refund and they pretty much told me too bad so beware of this and i would suggest romas pizza very good and family owned,2012-02-01 05:36:32,0,0,0
18,eaVMKP8-JMGH3IGoJxdI_A,AUl6myFhTAbEqt0GMdKHiw,aWXGwath_dSGPwNdFiy9BQ,2.0,Not the chipotle it used to be compared to couple years back..they are stingy with everything now..I barely come here anymore it used to be 2-3 times a week..step it up you are a big franchise now,2013-11-14 04:23:42,0,0,0
19,gi_-cTGatAcR5Ko_AI1Paw,k2b3niokS_tosjah_rzCPw,uc9ITBuspRFkl-S3Bo90dg,4.0,"I ordered the Heart Shaped pizza and meatball sliders on V-day and it really hit the spot. My honey and I both had to work but wanted something easy that maintains the V-day spirit. Why not a heart shaped pizza? They had a special of a large heart shape with an extra topping for about $20 with tax. Pretty good deal!
If you don't already know, Metro pizza serves up a pretty yum pie. I am familiar with a few of their locations, and this one did not taint the reputation. 
My favorite thing from Metro however, is not the pizza. It is their meatball sliders with fries. BOMB! Yummy meatball sheltered in a garlic knot, YAS PLEASE! They are soooo good! The fries is really good too. Only complaint, fries portion shrinks every time we order the sliders. Please don't skimp on the fries!
My experience with Metro is solely based on take out. I need to plan a time to dine-in.",2017-02-19 06:21:58,4,2,5
20,6-R0kCrZD6AuM9vFC0WfVA,M51gw2cz_vXarNBLbKkOxQ,OR7sjG3SL2SClrqGsWXdhg,5.0,"Excellent coffee cake, like to die for!! Tortilla soup was a major hit! Great experience for first day in Vegas!",2015-04-28 19:43:30,0,0,0
21,4Ym6btTcS945XUa27wJUGA,BIbjBxoiJLS8CnNsSP64TQ,4om0MPJHqQtrt9AiCll0GQ,2.0,"All you need to know is DRIED AND BLAND. My burrito tasted like cardboard. If you've placed cardboard in your mouth, you know what I mean. Texture was similar too. 

Oh and they forgot my order. I stood there for 10 mins then someone realized I didn't have my order.",2012-06-26 03:45:04,1,1,0
22,fmlSIaSAhMBTMWIKyDbHpg,2vr2yGIzSehe_ITFamNpyw,yKi6CFQxwGeXXPDqnSWZrA,5.0,"Fu ck everything in the past...this place is bomb OMG tacos burgers tortas I'm typing with fill belly!!!
#FunTacosLV",2018-09-25 03:17:10,0,0,0
23,inVIbTgWP26TfELChEHm-Q,BIbjBxoiJLS8CnNsSP64TQ,QJI9OSEn6ujRCtrX06vs1w,1.0,"The last time I gave this place a try, the food sucked and I gave it 2 Stars.  On a recent Vegas trip my flight was at a gate nearby and I decided to give them another chance.  

This time around, the food still sucked, but the employees are even worse.  Here's what happened....I ordered the following items:

Bean, Rice, Cheese Burrito $6.99
Bottle of Diet Pepsi $3.19

Since I had a backpack and other stuff in my hand, I forgot the bottle of Diet Pepsi at the counter after I paid for the meal.  I went to the counter to get settled in a spot to eat and get napkins, utensils, etc.  5 minutes later, they called my number for my Burrito....I was starving, so I started to eat it.  After a few bites, I noticed that I didn't have my soda....where was it?  I looked around, went back to the counter.....the employees looked at me but didn't say anything.  I walked around again looking for it....then I said to the girl cashier ""I think I left my Soda somewhere, have you seen it?""  She said ""No"" then looked at one of the guys and said something in Spanish to him.  He said, ""Oh, I think I have it.  I found it on the counter"".  I watched as he reached into his backpack and gave it back to me.....WTF?!  I think they do this all the time, watch for people to leave stuff behind and then take it.  The appalling thing is that I was still in the restaurant!  

I didn't say anything to them...it would've done no good anyway.  Once a thief, always a thief.

That does it for me, I will never eat here again.

Return Factor - 0%",2013-05-07 11:48:04,9,4,3
24,KHO868LoSLV9j3N0CAjJGw,AUl6myFhTAbEqt0GMdKHiw,tdyBWdswSW7DMfMUjkSCtg,3.0,"Honestly, you can't go wrong. The quality is consistent across all the chains and reliable to whatever you may be used to.

I do have one tip to customers. I made an online order with the steak meat on the side. NEVER ORDER THE MEAT ON THE SIDE.

I'm pregnant so I can't have raw meat, but I love chipotle. I didn't want to be a pain so I figured I'd just order it on the side and cook it to well done at home.

I only got a TINY little plastic tub of meat...I asked the lady at the register,""this is the meat on the side??"" She almost looked ashamed and said,""uhh, yea..""

*there's a photo reference.

Needless to say, I'm sure once I can eat undercooked meat again I'm sure I'll be back. Just sorta sucked because you pay so much for their food, you'd think they'd have larger containers nearby. Plus I know this is a special request.

Oh well...lesson learned.",2015-03-04 20:05:34,0,0,0
25,ytQuB-X3UHpR818EacPZqQ,VUtazCTIc0aoOrQprP_s-Q,IrqkkIsBv1KvH6HnfnU3gw,1.0,"Servers look you in the eye then ignore you when you are the only customer standing at the bar wanting a drink. Incredibly, egregious customer service.",2018-03-15 19:45:14,0,0,0
26,14O2V_yDId-TpYvbm0FbOQ,sOYsxYYFl03PhHmz_rBDZQ,zgV0ZroIF956gw4cul8MHA,5.0,"I have been here date nights or causal wine sipping numerous times since they have opened not even a month ago.

I'm very impressed with The Sparklings.
I waited months and months for it to open and even asked ""when are you opening"" to a construction worker once :)

It is truly amazing the remodel that was done inside of this building. The inside used to have private hibachi rooms for goodness sake. 

The ambiance of the former sushi joint 
is now an updated and posh Martha Stewart worthy lounge. Whatever the hell that means, I just made it up. Sounds weird huh? Just look at the pics it's truly lovely. The chandelier that everyone takes pics of and talks about is magical.

The menu is a more causal (Sage like) menu. Modern American Fusion? Who cares about the title. It's just good food. 

We have not ordered entrees here YET because we have already had dinner or were on our way to dinner on our visits. 

They said that they can accommodate to vegan for us no problem. I look forward to a pasta or a special custom creation. The items that we have had (so far) are very good.

Portobello fries, flat bread, salads....wine, wine, and more wine :)

The service is super accommodating, almost too much service. I guess because they are newer they want to help and help a lot. Lol. 
The over-service was only in the dining area. In the lounge the service is perfect.

I truly love the way the did the garage door in the lounge and the way the patio area looks.

I really want to sit in that left hand side back lounge booth with a ton of people. It's really soooo big it could fit 10+++ people. I love it. Their left side dining area private table would make a large gathering super fun.  

I will update when we order full entrees and remember to take more pics since we are here soo much. 

Just go, it's a marvelous addition to the beautiful SW area. I am proud to be a regular.  
 
Oh and hubby said no I could not redecorate our whole house like the inside of The Sparklings :(((((((;

;)",2013-11-14 08:20:10,22,12,17
27,DD3sQ-wpGuHSBPL2IyKb1w,aBCqrJwXAHnTgO2e_l0v8w,8NPPCBA8S5ABAQQENEqk0A,4.0,pretty good...love the burgers and the fries always hit the spot,2015-10-23 16:05:17,0,0,0
28,3jPVorn_03ueJT38ylL2xQ,VUtazCTIc0aoOrQprP_s-Q,XctqwBNeq4lNxAJX5sWhTQ,1.0,"Came in here looking for a lively country bar in Vegas, let me say this is not it. The bartenders and staff are very nice. The atmosphere has more of an older crowd, my friend and I were the only ones doing line dancing. We had an okay time. We asked for a special 9$ jar for both of us and received a bill for 50$! We let it go and went on with our night but even the nicest clubs in vegas are not that much! Added bonus everyon starts leaving around 12 and you yourself will have to leave before 1 or youll be bounced out too!",2017-01-14 21:34:04,1,0,0
29,lDD_g-MRFw9AUL7HODIQHg,_j2EtQtgLuXGRBfbM5YwZA,p08KxXZQ1cGU0GgbASSmSg,4.0,"One of the better chinese restaurants on the strip that are both delish and affordable . I would recommend the fried rice , spicy cucumbers and beef noodles",2015-07-16 06:29:26,0,0,1
30,kgJWVEmzhW3GrZKjBpjSdA,uXzYH9ywBhZ0WwfStrCWNQ,rcMhH7U_OnlVOSi2T1qtqA,5.0,"Out of all the Jersey Mike's locations in Vegas, this is my favorite. I'm always greeted with friendly staff and their Philly cheesesteak sandwich is always on point with fresh ingredients. My husband always orders the #13 and is never disappointed. Anthony is always smiling at the register and Alex does an outstanding job making sandwiches",2016-09-30 21:47:48,0,0,0
31,p_mTqH5IKwHZvYcpBIbc9g,z2CVPfaG8C_rydUZCcsqbw,UmewTHXJ5hBdUzzJ2M5Qdg,5.0,"Great Ramen spot.  Clean interior and just the right amount of background music.  Staff here is awesome, I saw one of the guys teaching the girls next to me how to use chopsticks.  Menu is tight and straight to the point - RAMEN.  Pork belly is great and the chef flame torches it to give it the perfect char.  Overall, great Ramen, service, and experience.",2018-02-11 04:14:05,0,0,0
32,9f9E9mU-IFEdfRt4ZJvirQ,DVfCbJhJUDWRlUfrKzaKOA,QrHAOWGkahT2nmvwcHt56w,1.0,"Warning!!! this place recycles rice and food. To my dismay, I observed the waiters pick out some rice parts from the rice bowls and then top it off. Later I saw one table had a leftover, they took it to the back, while they bussed the table and threw everything else away...hmm I wonder who they will serve that to!
Avoid pork and clams, their meat is half rotted!!!
Roast pork and duck taste ok.
Also they do not take credit cards. Just avoid this place.",2009-05-19 18:47:38,3,1,1
33,X9BrBCTA_lIOje7r8dfUqA,a0v7Si0DK4cIko7AQY4YXg,84MPXt_hRIABXN09eTxG-g,4.0,The breakfast at egg works was amazing and they serve big portions! The potatoes were my favorite and the french toast was excellent! Definitely will be back!,2018-08-23 21:45:39,1,0,0
34,mc4GpZrNZN6a0x2EVOzDYQ,LPMZ9N1sAjs2nDx7DmiZ2w,Pr8b1Qx0vl3rsxnRidyZaQ,5.0,"This is good pizza.  I ordered a 12"" Palermo Supreme.  The crust was light and crunchy.  They make their own dough.  I was impressed.  Service was great too.  Friendly staff.  I recommend it!",2015-01-09 21:01:07,0,0,0
35,xW-qiAcMKYItsL5Ox5LXjQ,gdb4gmSI5eJcuXLZ3BfgtA,fVOZsa26aYUAos3ACZo7iw,5.0,"So delicious, all the sauces were so thick and flavorful! Great amount of food for price. And the sit down service was awesome. They even gave us an extra cup of soup and crispy noodles for free for our kids. Love it, we will back.",2016-06-11 20:48:04,0,0,0
36,RDOVz7du7wjZIOIIyd8Tqg,_j2EtQtgLuXGRBfbM5YwZA,kie7nzDJYisVYHGWBS373Q,3.0,"We came here twice during our stay. 

Why? Because of the beef noodle soup. Tired, hungry, slightly hungover, and wanting something to satisfy the need of something homey that American food cannot, Noodle Asia was the most appropriate dining opportunity. Plus it was just downstairs in the lobby at the Venetian.

Shitty service, but it didn't matter when we got our bowls. The waitress took our orders and requests, but that was it . We had to ask other waitresses.",2011-06-29 01:12:04,2,3,2
37,blfcB0rNpY2UvtFh7obC0g,AUl6myFhTAbEqt0GMdKHiw,S0qvyDeY7HP7MKaxneLRpA,4.0,"I come here when I'm in the mood for some fast food that is seemingly pretty healthy. I usually order the same thing... The chicken bowl. I get it with brown rice. Usually brown rice can be in general grainier than white rice. However, I never really notice that at chipotle which is a plus. The chicken can be a bit charred or dry sometimes but it's normally not a problem. I also get the fajita veggies. However, the veggies can be a hit or miss for me. I normally like my veggies more the in the sautéed side but sometimes they can be more crunchy and raw for my taste. I love their corn salsa so I tell the person to like that stuff on my bowl. I do notice that this location does tend to give me a little smaller portion than at other locations.",2016-01-04 05:09:53,1,0,0
38,PKp5vJLbsWhWddbsKk-xcg,sOYsxYYFl03PhHmz_rBDZQ,250RPsQIRjUsaHFQmXIkYA,3.0,"Visited this place after seeing people give it 4.5 stars. I would say it is just about average. The owner has paid attention to interiors but if it is supposed to be depict fine dining, bar and lounge then they need to do something more than just hanging the chandelier from the top. It is not a nice view when you look up because I have never been to a fine dining and lounge space that has undone ceiling. Looks very cheap.

Service was good. Food could have been better. Their raspberry ginger mojito was very good. Their pan seared scallops which they claim is one of their signature dishes was overcooked. The presentation although was very good. Their zucchini fries were average with no salt. 
Their spicy seafood pasta which again they claim is one of their signature dishes was average. Pasta was overcooked.  They had some mussels and tiny shrimps for the sake of calling it seafood pasta. Restaurants like this should not cut corners in preparing food like this. We didn' t like their cheap cheese grater. I have better ones at home.
Their creme brulee was a disaster. Looks like the chef made no efforts to serve it fresh. It had an overdose of vanilla essence. The caramelized sugar coating was cold, thick and extremely sweet. The caramelization part is supposed to be done just before serving.  Little did we know they serve it pre made. Very disappointing.  
We have been to some of the best food places all over the country. So when it comes to restaurants we pay attention to many details. The place failed to sparkle for us last night.",2015-01-18 16:37:33,0,0,0
39,JlYHm1sn9_e_zMiXL5qY8A,a0v7Si0DK4cIko7AQY4YXg,KOhY3tPR-YBZJNrjxrDCVQ,4.0,"Breakfast is my favorite meal of the day and I tell you the meals are huge and tasty.  If you have a big appetite this is the place for you.  If you do not have a huge appetite, I recommend splitting the meal if you come with someone else, which will lower the price significantly.  The reason why I did not give egg works a 5 star was because of the price, which unfortunately is consistent with all the other good breakfast establishments. If you don't mind taking a break from usual toast, please please please try out the banana nut muffin.  It is amazing.

Overall I recommend egg works but if you can split it with someone.  Otherwise you're going to have a massive breakfast to start off your day.",2013-11-14 02:47:01,3,1,1
40,Caa5hOScgEcjiv4jVkPtbg,a0v7Si0DK4cIko7AQY4YXg,yfAXINb0NfVx5zawELSM0Q,5.0,Always amazing service. Fantastic menu items. Ask for Travis hes the man!!,2016-06-11 21:06:07,0,0,0
41,hvQGk1U9IRXWqRZgCR0rNg,Os1n1_idfw9vv9kwULGJnQ,FnfEXra6wyJzRUzD9ySUVg,5.0,"Finally, the real deal!

I met the owner and Chef, she's a sweetheart and a very good cook! The place was filled with Asians, which is a GOOD THING. If the people of it's own ethnicity are eating there, than you know it's a good staple of Korean Cuisine. 

There's plenty of room to sit, and they start you off with KIM CHI, Cucumbers, and Boiled Peanuts for appetizers. Nice veggies to wet the palate. I had the Combo dish, which was outstanding!! Teriyaki Chicken, grilled Short Rib, and an Egg fried Steak over white rice served with the perfect Hawaiian Guava Passion fruit juice drink. 

I tried my wife's dish which was the Spicy Pork with white rice. FIRE!! ABSOLUTE FIRE! Perfectly tender pork loin smothered in a spicy/sweet sauce. I tell ya, the taste of that had me smiling. 

Customer service is VERY GOOD! They are all very helpful and fast, so please be ready to order!

I had made this rating a 4, and changed it to a 5. Because now that I'm writing this review, I want some more good food and good service.

Nice work guys!!",2015-03-18 18:19:32,0,0,0
42,3XHz2WaYAsdydvF6T6reJQ,Os1n1_idfw9vv9kwULGJnQ,czyg74Me9GRQ4KG0X3xWsQ,4.0,"First time eating at Island Style, it won't be our last.  Good food, Uncle Russell treated us like we were family. If your from Hawaii this as close to any kine Korean from home. Who else offers meat Jun in LV.? Haven't found any till here. Combo plate n bulgugi / spicy seafood soup dinner are good. Will be back...Ono...",2015-08-19 07:22:46,0,0,0
43,R6RjQj8S2mRSeftcHRneiw,DVfCbJhJUDWRlUfrKzaKOA,MIIC5NNMz2FX6i_wkt9MNQ,5.0,"Have been buying Chinese BBQ pork here for almost 20 years. Chow fun also. Always delicious, always fast and friendly. Never had a bad experience in all 20 years. Thank goodness for an authentic Hong Kong style restaurant in Las Vegas. We just love it!!",2015-11-05 23:33:08,0,0,1
44,CMiluAF96JRHbx6Jlpcn1Q,a0v7Si0DK4cIko7AQY4YXg,Vbfa5cBb5W1-BjOk4SYnYQ,5.0,"We had a family get together and the food was delicious! Our server, Maegan is the best there is! She is personable and on top of things! We really enjoyed our time there and will do it again and definitely ask for her!",2018-05-08 17:36:19,0,0,0
45,Br4flmYMJpn2xEjCQU44Pw,k2b3niokS_tosjah_rzCPw,QKbM4dN6GWaGCZDUGvF5Gg,5.0,Their pizza is awesome! I love their dough. You can't really go wrong with any of the items on the menu. The staff is very friendly as well.,2017-06-27 22:48:58,0,0,0
46,OJtNWPbtPRddKsAa9_u2DA,_j2EtQtgLuXGRBfbM5YwZA,dgMOxFJ_DeoReN7oSKte-w,4.0,"Noodle Asia is located in the Venetian casino, on first floor near all the slot machines!  The previous day, I was sightseeing, walking through the casino, and NA caught my eye!  They have a menu outside their front doors and I observed it.  Well, I saw that they have Pho!!! I loooove Pho and it is difficult to find in my hometown area.  So right away, I knew I already wanted to come back and try it.  When I got back to my hotel, I read a few Yelp reviews and saw pictures from my fellow Yeeps Ken L and Mike O. 

I came back next day, before opening 11am Monday morning.  I got there 15 minutes early and a line was already forming!  I think I was the 4th person and by the time they opened, I am sure there were at least 30 people waiting.  I got the impression that this was a great sign and people in line were ready to get in and order lunch!!  The restaurant is very open area, lots of space, and nice decor.  I liked it very much and felt comfortable seated at my table.  There are lots of tables and I also saw a counter area. 

My server came over and took my order.  I still looked over the menu while I was waiting and there are soooo many items on there that I would love to try, but I specifically came back for the ""Pho Prime"".  OK, this is the most Expensive Pho I have ever bought at $16.95.  I normally pay 7-8$ for a bowl at other places in Nor Cal.  But that being said, I really didn't care about the price, if I want something, I buy it and plus I was on vacation in Vegas... have to Enjoy every moment to the fullest :)

The Pho Prime was Delicious.  It had a great flavor in the broth, lots of meats, lots of noodles, and I enjoyed eating it  BUT, No Hoisin sauce, it didn't come with my plate so I asked for it and my server said they ran out yesterday??  The Pho Prime is a huge bowl too, I could not finish it.  It was definitely worth the price and place!  My server was OK, and she was busy with other tables as well.  I was disappointed I couldn't order a dessert, 3 of 4 choices that I wanted to try on the menu were out!!!  At first I almost didn't believe it lol, like for real?  I really wanted to order the Hawaiian Papaya :/  so I decided not to get a dessert, changed my mind.  Then it took awhile for me to get the bill, I was waiting...

Overall, I had a very good lunch and Yes, I would definitely return!  Considering the location, how much I like the Venetian casino, and all the menu options that I read sounded tasty.  Hopefully, the next time I am in town I can come in and order a big dinner.  This is a great place for couples or groups, plenty of seating.  I left fulfilled and satisfied that I got my Pho ;)",2015-07-28 11:30:13,11,4,6
